"","VALUE","Freq","BPS_CODE","ZONE","BPS_MODEL","BPS_NAME","GROUPVEG","FRI_REPLAC","FRI_MIXED","FRI_SURFAC","FRI_ALLFIR","PRC_REPLAC","PRC_MIXED","PRC_SURFAC","FRG_NEW","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"90",823,1187,10680,7,"10680_1_7","North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow","Shrubland",NA,NA,NA,NA,NA,NA,NA,NA,20,125,125,0.078431373,0.490196078,0.490196078,264,0
"91",824,2632,10800,7,"10800_1_7_8_9","Inter-Mountain Basins Big Sagebrush Shrubland","Shrubland",101,NA,NA,101,100,NA,NA,"IV-B",255,190,232,1,0.745098039,0.909803922,585,0
"92",826,76,10970,7,"10970_3_6_7","California Mesic Chaparral","Shrubland",54,NA,NA,54,100,NA,NA,"IV-A",200,190,85,0.784313725,0.745098039,0.333333333,17,0
"93",832,26,11230,7,"11230_1_7_8_9","Columbia Plateau Steppe and Grassland","Grassland",39,NA,NA,39,100,NA,NA,"IV-A",235,218,234,0.921568627,0.854901961,0.917647059,6,0
"94",833,120,11240,7,"11240_1_7_8_9","Columbia Plateau Low Sagebrush Steppe","Shrubland",222,NA,NA,222,100,NA,NA,"V-A",132,140,173,0.517647059,0.549019608,0.678431373,27,0
"95",834,359,11250,7,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,NA,NA,59,100,NA,NA,"IV-A",255,115,223,1,0.450980392,0.874509804,80,0
"96",835,366,11260,7,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,NA,NA,31,100,NA,NA,"II-C",230,0,169,0.901960784,0,0.662745098,81,0
"97",839,57,11530,7,"11530_7_8_9","Inter-Mountain Basins Greasewood Flat","Shrubland",1019,NA,NA,1019,100,NA,NA,"V-B",225,225,225,0.882352941,0.882352941,0.882352941,13,0
"98",841,425,11560,7,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Riparian",749,NA,NA,749,100,NA,NA,"V-B",177,179,125,0.694117647,0.701960784,0.490196078,95,0
"99",842,2275,11581,7,"11581_1_2_7","North Pacific Montane Riparian Woodland and Shrubland-Wet","Riparian",1888,1598,NA,865,46,54,NA,"V-B",188,207,212,0.737254902,0.811764706,0.831372549,506,0
"100",844,399,11650,7,"11650_1_7_8","Northern Rocky Mountain Foothill Conifer Wooded Steppe","Conifer",124,397,126,54,43,14,43,"III-A",255,120,0,1,0.470588235,0,89,0
"101",846,718,11700,7,"11700_2_3_7","Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral","Conifer",201,NA,14,13,7,NA,93,"I-B",210,235,0,0.823529412,0.921568627,0,160,0
"102",847,54,11710,7,"11710_7","North Pacific Alpine and Subalpine Dry Grassland","Grassland",203,NA,NA,203,100,NA,NA,"V-A",167,195,167,0.654901961,0.764705882,0.654901961,12,0
"103",848,3876,11720,7,"11720_7","Sierran-Intermontane Desert Western White Pine-White Fir Woodland","Conifer",202,65,45,24,12,36,52,"I-C",230,255,230,0.901960784,1,0.901960784,862,0
"104",849,693,11730,7,"11730_1_7","North Pacific Wooded Volcanic Flowage","Conifer",497,NA,NA,497,100,NA,NA,"V-A",245,186,157,0.960784314,0.729411765,0.615686275,154,0
